"","code","name","pubpriv","enrollment","allvaccs","conditional","medical","religious","dptMiss","polMiss","mmrMiss","hepMiss","varMiss"
"5915",6931810,"WESTERN CHRISTIAN SCHOOL","PRIVATE",44,93.1818181818182,0,2.27272727272727,4.54545454545455,6.81818181818182,6.81818181818182,6.81818181818182,6.81818181818182,6.81818181818182
"513",6042949,"MONTEREY ROAD ELEMENTARY","PUBLIC",62,88.7096774193548,4.83870967741935,0,6.45161290322581,11.2903225806452,11.2903225806452,11.2903225806452,11.2903225806452,8.06451612903226
"2593",6016539,"COEUR D'ALENE AVENUE ELEMENTARY","PUBLIC",108,50.9259259259259,45.3703703703704,0,3.7037037037037,33.3333333333333,30.5555555555556,33.3333333333333,31.4814814814815,15.7407407407407
"121",6116438,"HELEN HUNT JACKSON ELEMENTARY","PUBLIC",48,91.6666666666667,0,0,8.33333333333333,8.33333333333333,8.33333333333333,8.33333333333333,8.33333333333333,8.33333333333333
"6232",6965701,"ST. MARY OF THE ASSUMPTION","PRIVATE",24,95.8333333333333,4.16666666666667,0,0,4.16666666666667,4.16666666666667,4.16666666666667,0,4.16666666666667
"5345",113167,"TERESA BURKE ELEMENTARY","PUBLIC",119,99.1596638655462,0,0,0.840336134453782,0.840336134453782,0.840336134453782,0.840336134453782,0.840336134453782,0.840336134453782
"48",6037238,"FOOTHILL KNOLLS ELEMENTARY","PUBLIC",60,85,11.6666666666667,0,3.33333333333333,15,13.3333333333333,13.3333333333333,5,5
"421",6046213,"LINDA VISTA ELEMENTARY","PUBLIC",123,100,0,0,0,0,0,0,0,0
"3204",6058721,"MARTIN LUTHER KING","PUBLIC",107,90.6542056074766,9.34579439252336,0,0,4.67289719626168,5.60747663551402,5.60747663551402,0,0
"2647",6017198,"FULLBRIGHT AVENUE ELEMENTARY","PUBLIC",83,93.9759036144578,6.02409638554217,0,0,4.81927710843374,4.81927710843374,4.81927710843374,1.20481927710843,1.20481927710843
"5428",6025837,"SYBIL N. CROOKHAM ELEMENTARY","PUBLIC",97,97.9381443298969,1.03092783505155,0,1.03092783505155,2.06185567010309,1.03092783505155,1.03092783505155,1.03092783505155,1.03092783505155
"573",6011381,"CENTRAL ELEMENTARY","PUBLIC",90,100,0,0,0,0,0,0,0,0
"4501",6114300,"CHAVEZ ELEMENTARY","PUBLIC",67,98.5074626865672,1.49253731343284,0,0,1.49253731343284,1.49253731343284,0,0,0
"234",6011035,"GARFIELD ELEMENTARY","PUBLIC",60,95,1.66666666666667,0,3.33333333333333,5,3.33333333333333,5,5,3.33333333333333
"3629",6029854,"LAMPSON ELEMENTARY","PUBLIC",172,88.953488372093,10.4651162790698,0,0.581395348837209,9.30232558139535,5.23255813953488,3.48837209302326,0.581395348837209,0.581395348837209
"2117",116657,"SILAS BARTSCH","PUBLIC",78,98.7179487179487,0,0,1.28205128205128,1.28205128205128,1.28205128205128,1.28205128205128,1.28205128205128,1.28205128205128
"5280",6113757,"BRENTWOOD ELEMENTARY","PUBLIC",108,93.5185185185185,5.55555555555556,0,0.925925925925926,4.62962962962963,2.77777777777778,3.7037037037037,2.77777777777778,0.925925925925926
