"","name","pubpriv","reported"
"1621","POPLAR ELEMENTARY","PUBLIC","Y"
"1622","RANDALL PEPPER ELEMENTARY","PUBLIC","Y"
"1623","REDWOOD ELEMENTARY","PUBLIC","Y"
"1624","VIRGINIA PRIMROSE ELEMENTARY","PUBLIC","Y"
"1625","SOUTH TAMARIND ELEMENTARY","PUBLIC","Y"
"1626","WEST RANDALL ELEMENTARY","PUBLIC","Y"
"1627","CYPRESS ELEMENTARY","PUBLIC","Y"
"1628","TOKAY ELEMENTARY","PUBLIC","Y"
"1629","LOCUST ELEMENTARY","PUBLIC","Y"
"1630","CHAPARRAL ELEMENTARY","PUBLIC","Y"
"1631","OAK PARK ELEMENTARY","PUBLIC","Y"
"1632","SHADOW HILLS ELEMENTARY","PUBLIC","Y"
"1633","CANYON CREST ELEMENTARY","PUBLIC","Y"
"1634","MANGO ELEMENTARY","PUBLIC","Y"
"1635","HEMLOCK ELEMENTARY","PUBLIC","Y"
"1636","DATE ELEMENTARY","PUBLIC","Y"
"1637","CITRUS ELEMENTARY","PUBLIC","Y"
"1638","SIERRA LAKES ELEMENTARY","PUBLIC","Y"
"1639","TED PORTER ELEMENTARY","PUBLIC","Y"
"1640","FORESTHILL DIVIDE SCHOOL","PUBLIC","Y"
"1641","FORESTVILLE ELEMENTARY","PUBLIC","Y"
"1642","THREE RIVERS CHARTER","PUBLIC","N"
"1643","REDWOOD ELEMENTARY","PUBLIC","Y"
"1644","TAMURA (HISAMATSU) ELEMENTARY","PUBLIC","Y"
"1645","GISLER (ROBERT) ELEMENTARY","PUBLIC","Y"
"1646","NEWLAND (WILLIAM T.) ELEMENTARY","PUBLIC","Y"
"1647","COX (JAMES H.) ELEMENTARY","PUBLIC","Y"
"1648","OKA (ISOJIRO) ELEMENTARY","PUBLIC","Y"
"1649","PLAVAN (URBAIN H.) ELEMENTARY","PUBLIC","Y"
"1650","COURREGES (ROCH) ELEMENTARY","PUBLIC","Y"
"1651","MALAGA ELEMENTARY","PUBLIC","Y"
"1652","MARSHALL ELEMENTARY","PUBLIC","Y"
"1653","FRANKLIN ELEMENTARY","PUBLIC","Y"
"1654","RAMBLEWOOD ELEMENTARY","PUBLIC","Y"
"1655","SUCCESS ACADEMY","PUBLIC","Y"
"1656","VOICES COLLEGE-BOUND LANGUAGE ACADEMY","PUBLIC","Y"
"1657","CORNERSTONE ACADEMY PREPARATORY","PUBLIC","Y"
"1658","ROCKETSHIP MOSAIC ELEMENTARY","PUBLIC","N"
"1659","ROCKETSHIP SPARK ACADEMY","PUBLIC","Y"
"1660","FRANKLIN ELEMENTARY","PUBLIC","Y"
"1661","G. W. HELLYER ELEMENTARY","PUBLIC","Y"
"1662","CAPTAIN JASON M. DAHL ELEMENTARY","PUBLIC","Y"
"1663","LOS ARBOLES ELEMENTARY","PUBLIC","Y"
"1664","MCKINLEY ELEMENTARY","PUBLIC","Y"
"1665","SANTEE ELEMENTARY","PUBLIC","Y"
"1666","ROBERT F. KENNEDY ELEMENTARY","PUBLIC","Y"
"1667","STONEGATE ELEMENTARY","PUBLIC","Y"
"1668","WINDMILL SPRINGS ELEMENTARY","PUBLIC","Y"
"1669","JEANNE R. MEADOWS ELEMENTARY","PUBLIC","Y"
"1670","SHIRAKAWA (GEORGE, SR.) ELEMENTARY","PUBLIC","Y"
"1671","GLANKLER LEARNING CENTER","PUBLIC","N"
"1672","JOHN BLACOW ELEMENTARY","PUBLIC","Y"
"1673","BRIER ELEMENTARY","PUBLIC","Y"
"1674","CABRILLO ELEMENTARY","PUBLIC","Y"
"1675","E. M. GRIMMER ELEMENTARY","PUBLIC","Y"
"1676","GLENMOOR ELEMENTARY","PUBLIC","Y"
"1677","HARVEY GREEN ELEMENTARY","PUBLIC","Y"
"1678","J. HALEY DURHAM ELEMENTARY","PUBLIC","Y"
"1679","JAMES LEITCH ELEMENTARY","PUBLIC","Y"
"1680","JOSEPH AZEVADA ELEMENTARY","PUBLIC","Y"
"1681","TOM MALONEY ELEMENTARY","PUBLIC","Y"
"1682","JOHN G. MATTOS ELEMENTARY","PUBLIC","Y"
"1683","MISSION VALLEY ELEMENTARY","PUBLIC","Y"
"1684","NILES ELEMENTARY","PUBLIC","Y"
"1685","O. N. HIRSCH ELEMENTARY","PUBLIC","Y"
"1686","PARKMONT ELEMENTARY","PUBLIC","Y"
"1687","PATTERSON ELEMENTARY","PUBLIC","Y"
"1688","VALLEJO MILL ELEMENTARY","PUBLIC","Y"
"1689","JOHN GOMES ELEMENTARY","PUBLIC","Y"
"1690","BROOKVALE ELEMENTARY","PUBLIC","Y"
"1691","WARWICK ELEMENTARY","PUBLIC","Y"
"1692","JOSHUA CHADBOURNE ELEMENTARY","PUBLIC","Y"
"1693","MISSION SAN JOSE ELEMENTARY","PUBLIC","Y"
"1694","OLIVEIRA ELEMENTARY","PUBLIC","Y"
"1695","STEVEN MILLARD ELEMENTARY","PUBLIC","Y"
"1696","ARDENWOOD ELEMENTARY","PUBLIC","Y"
"1697","FRED E. WEIBEL ELEMENTARY","PUBLIC","Y"
"1698","FOREST PARK ELEMENTARY","PUBLIC","Y"
"1699","FRESHWATER ELEMENTARY","PUBLIC","Y"
"1700","VALLEY PREPARATORY ACADEMY CHARTER","PUBLIC","Y"
"1701","MOLLY S. BAKMAN ELEMENTARY","PUBLIC","Y"
"1702","AKIRA YOKOMI ELEMENTARY","PUBLIC","Y"
"1703","VALLEY ARTS AND SCIENCE ACADEMY (VASA)","PUBLIC","Y"
"1704","DEBORAH A. WILLIAMS ELEMENTARY","PUBLIC","Y"
"1705","MARIO G. OLMOS ELEMENTARY","PUBLIC","Y"
"1706","VANG PAO ELEMENTARY","PUBLIC","Y"
"1707","MORRIS E. DAILEY CHARTER ELEMENTARY","PUBLIC","Y"
"1708","KEPLER NEIGHBORHOOD","PUBLIC","Y"
"1709","ADDAMS ELEMENTARY","PUBLIC","Y"
"1710","AYNESWORTH ELEMENTARY","PUBLIC","Y"
"1711","BIRNEY ELEMENTARY","PUBLIC","Y"
"1712","BULLARD TALENT PROJECT","PUBLIC","Y"
"1713","BURROUGHS ELEMENTARY","PUBLIC","Y"
"1714","CALWA ELEMENTARY","PUBLIC","Y"
"1715","CENTENNIAL ELEMENTARY","PUBLIC","Y"
"1716","COLUMBIA ELEMENTARY","PUBLIC","Y"
"1717","DEL MAR ELEMENTARY","PUBLIC","Y"
"1718","EASTERBY ELEMENTARY","PUBLIC","Y"
"1719","ERICSON ELEMENTARY","PUBLIC","Y"
"1720","EWING ELEMENTARY","PUBLIC","Y"
"1721","FIGARDEN ELEMENTARY","PUBLIC","Y"
"1722","FREMONT ELEMENTARY","PUBLIC","Y"
"1723","FUSD GIBSON ELEMENTARY","PUBLIC","Y"
"1724","HEATON ELEMENTARY","PUBLIC","Y"
"1725","HOLLAND ELEMENTARY","PUBLIC","Y"
"1726","HOMAN ELEMENTARY","PUBLIC","Y"
"1727","JACKSON ELEMENTARY","PUBLIC","Y"
"1728","JEFFERSON ELEMENTARY","PUBLIC","Y"
"1729","KIRK ELEMENTARY","PUBLIC","Y"
"1730","KRATT ELEMENTARY","PUBLIC","Y"
"1731","LANE ELEMENTARY","PUBLIC","Y"
"1732","LINCOLN ELEMENTARY","PUBLIC","Y"
"1733","LOWELL ELEMENTARY","PUBLIC","Y"
"1734","FUSD MALLOCH ELEMENTARY","PUBLIC","Y"
"1735","MAYFAIR ELEMENTARY","PUBLIC","Y"
"1736","MUIR ELEMENTARY","PUBLIC","Y"
"1737","NORSEMAN ELEMENTARY","PUBLIC","Y"
"1738","POWERS-GINSBURG ELEMENTARY","PUBLIC","Y"
"1739","PYLE ELEMENTARY","PUBLIC","Y"
"1740","ROBINSON ELEMENTARY","PUBLIC","Y"
"1741","ROEDING ELEMENTARY","PUBLIC","Y"
"1742","ROWELL ELEMENTARY","PUBLIC","Y"
"1743","THOMAS ELEMENTARY","PUBLIC","Y"
"1744","TURNER ELEMENTARY","PUBLIC","Y"
"1745","VIKING ELEMENTARY","PUBLIC","Y"
"1746","VINLAND ELEMENTARY","PUBLIC","Y"
"1747","WEBSTER ELEMENTARY","PUBLIC","Y"
"1748","WILSON ELEMENTARY","PUBLIC","Y"
"1749","WINCHELL ELEMENTARY","PUBLIC","Y"
"1750","WISHON ELEMENTARY","PUBLIC","Y"
"1751","WOLTERS ELEMENTARY","PUBLIC","Y"
"1752","EATON ELEMENTARY","PUBLIC","Y"
"1753","MCCARDLE ELEMENTARY","PUBLIC","Y"
"1754","SLATER ELEMENTARY","PUBLIC","Y"
"1755","KING ELEMENTARY","PUBLIC","Y"
"1756","FUSD STARR ELEMENTARY","PUBLIC","Y"
"1757","SUNSET ELEMENTARY","PUBLIC","Y"
"1758","AYER ELEMENTARY","PUBLIC","Y"
"1759","FUSD FORKNER ELEMENTARY","PUBLIC","Y"
"1760","LAWLESS ELEMENTARY","PUBLIC","Y"
"1761","MIGUEL HIDALGO ELEMENTARY","PUBLIC","Y"
"1762","EZEKIEL BALDERAS ELEMENTARY","PUBLIC","Y"
"1763","SUSAN B. ANTHONY ELEMENTARY","PUBLIC","Y"
"1764","EDITH B. STOREY ELEMENTARY","PUBLIC","Y"
"1765","ANN B. LEAVENWORTH","PUBLIC","Y"
"1766","DAVID L. GREENBERG ELEMENTARY","PUBLIC","Y"
"1767","HAMILTON ELEMENTARY","PUBLIC","Y"
"1768","QUAILWOOD ELEMENTARY","PUBLIC","Y"
"1769","DISCOVERY ELEMENTARY","PUBLIC","Y"
"1770","COLUMBIA ELEMENTARY","PUBLIC","Y"
"1771","ENDEAVOUR ELEMENTARY","PUBLIC","Y"
"1772","ROBERT C. FISLER ELEMENTARY","PUBLIC","Y"
"1773","ACACIA ELEMENTARY","PUBLIC","Y"
"1774","BEECHWOOD ELEMENTARY","PUBLIC","Y"
"1775","COMMONWEALTH ELEMENTARY","PUBLIC","Y"
"1776","FERN DRIVE ELEMENTARY","PUBLIC","Y"
"1777","GOLDEN HILL ELEMENTARY","PUBLIC","Y"
"1778","HERMOSA DRIVE ELEMENTARY","PUBLIC","Y"
"1779","LAGUNA ROAD ELEMENTARY","PUBLIC","Y"
"1780","ORANGETHORPE ELEMENTARY","PUBLIC","Y"
"1781","PACIFIC DRIVE ELEMENTARY","PUBLIC","Y"
"1782","RAYMOND ELEMENTARY","PUBLIC","Y"
"1783","RICHMAN ELEMENTARY","PUBLIC","Y"
"1784","ROLLING HILLS ELEMENTARY","PUBLIC","Y"
"1785","SUNSET LANE ELEMENTARY","PUBLIC","Y"
"1786","VALENCIA PARK ELEMENTARY","PUBLIC","Y"
"1787","WOODCREST ELEMENTARY","PUBLIC","Y"
"1788","MAPLE ELEMENTARY","PUBLIC","Y"
"1789","LAKE CANYON ELEMENTARY","PUBLIC","Y"
"1790","VERNON E. GREER ELEMENTARY","PUBLIC","Y"
"1791","VALLEY OAKS ELEMENTARY","PUBLIC","Y"
"1792","RIVER OAKS ELEMENTARY","PUBLIC","Y"
"1793","MARENGO RANCH ELEMENTARY","PUBLIC","Y"
"1794","A. J. COOK ELEMENTARY","PUBLIC","Y"
"1795","AGNES WARE STANLEY ELEMENTARY","PUBLIC","Y"
"1796","BROOKHURST ELEMENTARY","PUBLIC","Y"
"1797","BRYANT ELEMENTARY","PUBLIC","Y"
"1798","C. C. VIOLETTE ELEMENTARY","PUBLIC","Y"
"1799","CLINTON-MENDENHALL ELEMENTARY","PUBLIC","Y"
"1800","DWIGHT D. EISENHOWER ELEMENTARY","PUBLIC","Y"
"1801","EARL WARREN ELEMENTARY","PUBLIC","Y"
"1802","EDWARD RUSSELL ELEMENTARY","PUBLIC","Y"
"1803","ERNEST O. LAWRENCE ELEMENTARY","PUBLIC","Y"
"1804","ETHAN B. ALLEN ELEMENTARY","PUBLIC","Y"
"1805","ETHEL M. EVANS ELEMENTARY","PUBLIC","Y"
"1806","EXCELSIOR ELEMENTARY","PUBLIC","Y"
"1807","FAYLANE ELEMENTARY","PUBLIC","Y"
"1808","GARDEN PARK ELEMENTARY","PUBLIC","Y"
"1809","GENEVIEVE M. CROSBY ELEMENTARY","PUBLIC","Y"
"1810","PATTON ELEMENTARY","PUBLIC","Y"
"1811","GILBERT ELEMENTARY","PUBLIC","Y"
"1812","HERITAGE ELEMENTARY","PUBLIC","Y"
"1813","ENDERS ELEMENTARY","PUBLIC","Y"
"1814","JOHN MARSHALL ELEMENTARY","PUBLIC","Y"
"1815","JOHN MURDY ELEMENTARY","PUBLIC","Y"
"1816","LEO CARRILLO ELEMENTARY","PUBLIC","Y"
"1817","LINTON T. SIMMONS ELEMENTARY","PUBLIC","Y"
"1818","LOUIS G. ZEYEN ELEMENTARY","PUBLIC","Y"
"1819","LOYAL BARKER ELEMENTARY","PUBLIC","Y"
"1820","MABEL CARVER ELEMENTARY","PUBLIC","Y"
"1821","MERTON E. HILL ELEMENTARY","PUBLIC","Y"
"1822","MITCHELL ELEMENTARY","PUBLIC","Y"
"1823","MORNINGSIDE ELEMENTARY","PUBLIC","Y"
"1824","NEWHOPE ELEMENTARY","PUBLIC","Y"
"1825","OCIA A. PETERS ELEMENTARY","PUBLIC","Y"
"1826","PARKVIEW ELEMENTARY","PUBLIC","Y"
"1827","POST ELEMENTARY","PUBLIC","Y"
"1828","R. F. HAZARD ELEMENTARY","PUBLIC","Y"
"1829","RIVERDALE ELEMENTARY","PUBLIC","Y"
"1830","ROSITA ELEMENTARY","PUBLIC","Y"
"1831","STANFORD ELEMENTARY","PUBLIC","Y"
"1832","SUNNYSIDE ELEMENTARY","PUBLIC","Y"
"1833","SUSAN B. ANTHONY ELEMENTARY","PUBLIC","Y"
"1834","THOMAS PAINE ELEMENTARY","PUBLIC","Y"
"1835","WAKEHAM ELEMENTARY","PUBLIC","Y"
"1836","WOODBURY ELEMENTARY","PUBLIC","Y"
"1837","MAMIE L. NORTHCUTT ELEMENTARY","PUBLIC","Y"
"1838","GARFIELD ELEMENTARY","PUBLIC","Y"
"1839","DEWEY AVENUE ELEMENTARY","PUBLIC","Y"
"1840","RICE (ELDRIDGE) ELEMENTARY","PUBLIC","Y"
"1841","SANCHEZ (GEORGE I.) ELEMENTARY","PUBLIC","Y"
"1842","WILLARD (FRANCES E.) ELEMENTARY","PUBLIC","Y"
"1843","HILLCREST ELEMENTARY","PUBLIC","Y"
"1844","MONTEREY VISTA ELEMENTARY","PUBLIC","Y"
"1845","EMERSON (RALPH WALDO) ELEMENTARY","PUBLIC","Y"
"1846","BITELY (ARLENE) ELEMENTARY","PUBLIC","Y"
"1847","SHASTA LAKE SCHOOL","PUBLIC","Y"
"1848","ROCKY POINT CHARTER SCHOOL","PUBLIC","Y"
"1849","REDDING SCHOOL OF THE ARTS II","PUBLIC","Y"
"1850","ACADEMY OF PERSONALIZED LEARNING","PUBLIC","Y"
"1851","BUCKEYE SCHOOL OF THE ARTS","PUBLIC","Y"
"1852","GRAND OAKS ELEMENTARY","PUBLIC","Y"
"1853","NORTH WOODS DISCOVERY SCHOOL","PUBLIC","Y"
"1854","GERBER ELEMENTARY","PUBLIC","Y"
"1855","GEYSERVILLE ELEMENTARY","PUBLIC","Y"
"1856","GILROY PREP","PUBLIC","Y"
"1857","LUIGI APREA ELEMENTARY","PUBLIC","Y"
"1858","EL ROBLE ELEMENTARY","PUBLIC","Y"
"1859","ELIOT ELEMENTARY","PUBLIC","Y"
"1860","GLEN VIEW ELEMENTARY","PUBLIC","Y"
"1861","LAS ANIMAS ELEMENTARY","PUBLIC","Y"
"1862","RUCKER ELEMENTARY","PUBLIC","Y"
"1863","ROD KELLEY ELEMENTARY","PUBLIC","Y"
"1864","ANTONIO DEL BUONO ELEMENTARY","PUBLIC","Y"
"1865","BALBOA ELEMENTARY","PUBLIC","N"
"1866","CERRITOS ELEMENTARY","PUBLIC","Y"
"1867","COLUMBUS ELEMENTARY","PUBLIC","Y"
"1868","DUNSMORE ELEMENTARY","PUBLIC","Y"
"1869","THOMAS EDISON ELEMENTARY","PUBLIC","Y"
"1870","BENJAMIN FRANKLIN ELEMENTARY","PUBLIC","Y"
"1871","JOHN C. FREMONT ELEMENTARY","PUBLIC","Y"
"1872","GLENOAKS ELEMENTARY","PUBLIC","Y"
"1873","THOMAS JEFFERSON ELEMENTARY","PUBLIC","Y"
"1874","MARK KEPPEL ELEMENTARY","PUBLIC","Y"
"1875","LA CRESCENTA ELEMENTARY","PUBLIC","Y"
"1876","ABRAHAM LINCOLN ELEMENTARY","PUBLIC","Y"
"1877","HORACE MANN ELEMENTARY","PUBLIC","Y"
"1878","JOHN MARSHALL ELEMENTARY","PUBLIC","Y"
"1879","MONTE VISTA ELEMENTARY","PUBLIC","Y"
"1880","MOUNTAIN AVENUE ELEMENTARY","PUBLIC","Y"
"1881","JOHN MUIR ELEMENTARY","PUBLIC","Y"
"1882","VALLEY VIEW ELEMENTARY","PUBLIC","Y"
"1883","VERDUGO WOODLANDS ELEMENTARY","PUBLIC","Y"
"1884","R. D. WHITE ELEMENTARY","PUBLIC","Y"
"1885","CULLEN ELEMENTARY","PUBLIC","Y"
"1886","LA FETRA ELEMENTARY","PUBLIC","Y"
"1887","SELLERS ELEMENTARY","PUBLIC","Y"
"1888","STANTON ELEMENTARY","PUBLIC","Y"
"1889","SUTHERLAND ELEMENTARY","PUBLIC","Y"
"1890","GOLD OAK ELEMENTARY","PUBLIC","Y"
"1891","SUTTERS MILL","PUBLIC","Y"
"1892","CONCOW ELEMENTARY","PUBLIC","Y"
"1893","EL CAMINO ELEMENTARY","PUBLIC","Y"
"1894","ELLWOOD ELEMENTARY","PUBLIC","Y"
"1895","FOOTHILL ELEMENTARY","PUBLIC","Y"
"1896","HOLLISTER ELEMENTARY","PUBLIC","Y"
"1897","ISLA VISTA ELEMENTARY","PUBLIC","Y"
"1898","KELLOGG ELEMENTARY","PUBLIC","Y"
"1899","LA PATERA ELEMENTARY","PUBLIC","Y"
"1900","MOUNTAIN VIEW ELEMENTARY","PUBLIC","Y"
"1901","BRANDON ELEMENTARY","PUBLIC","Y"
"1902","GORMAN LEARNING CENTER","PUBLIC","Y"
"1903","GRANT ELEMENTARY","PUBLIC","Y"
"1904","BELL HILL ACADEMY","PUBLIC","Y"
"1905","MARGARET G. SCOTTEN ELEMENTARY","PUBLIC","Y"
"1906","GRASS VALLEY CHARTER","PUBLIC","Y"
"1907","GRAVENSTEIN ELEMENTARY","PUBLIC","Y"
"1908","VALLE VERDE ELEMENTARY","PUBLIC","Y"
"1909","HORIZON ELEMENTARY","PUBLIC","Y"
"1910","GRANITE POINTE ELEMENTARY","PUBLIC","Y"
"1911","FAIRVIEW ELEMENTARY","PUBLIC","Y"
"1912","PLANTATION ELEMENTARY","PUBLIC","Y"
"1913","PLANZ ELEMENTARY","PUBLIC","Y"
"1914","W. A. KENDRICK ELEMENTARY","PUBLIC","Y"
"1915","RAFFAELLO PALLA ELEMENTARY","PUBLIC","Y"
"1916","MARY CHAPA LITERACY AND TECHNOLOGY ACADEMY","PUBLIC","Y"
"1917","OAK AVENUE ELEMENTARY","PUBLIC","Y"
"1918","CESAR CHAVEZ ELEMENTARY","PUBLIC","Y"
"1919","GRENADA ELEMENTARY","PUBLIC","Y"
"1920","MARY BUREN ELEMENTARY","PUBLIC","Y"
"1921","CUCAMONGA ELEMENTARY","PUBLIC","Y"
"1922","LOS AMIGOS ELEMENTARY","PUBLIC","Y"
"1923","THE ONTARIO CENTER","PUBLIC","Y"
"1924","GUERNEVILLE ELEMENTARY","PUBLIC","Y"
"1925","GUSTINE ELEMENTARY","PUBLIC","Y"
"1926","ROMERO ELEMENTARY","PUBLIC","Y"
"1927","CEDARLANE ACADEMY","PUBLIC","Y"
"1928","BALDWIN ACADEMY","PUBLIC","Y"
"1929","BIXBY ELEMENTARY","PUBLIC","Y"
"1930","CALIFORNIA ELEMENTARY","PUBLIC","Y"
"1931","DEL VALLE ELEMENTARY","PUBLIC","Y"
"1932","FAIRGROVE ACADEMY","PUBLIC","Y"
"1933","GRAZIDE ELEMENTARY","PUBLIC","Y"
"1934","KWIS ELEMENTARY","PUBLIC","Y"
"1935","LASSALETTE","PUBLIC","Y"
"1936","LOS ALTOS ELEMENTARY","PUBLIC","Y"
"1937","LOS MOLINOS ELEMENTARY","PUBLIC","Y"
"1938","LOS ROBLES ACADEMY","PUBLIC","Y"
"1939","MESA ROBLES","PUBLIC","Y"
"1940","NELSON ELEMENTARY","PUBLIC","Y"
"1941","PALM ELEMENTARY","PUBLIC","Y"
"1942","SPARKS ELEMENTARY","PUBLIC","Y"
"1943","SUNSET ELEMENTARY","PUBLIC","Y"
"1944","TEMPLE ACADEMY","PUBLIC","Y"
"1945","WORKMAN ELEMENTARY","PUBLIC","Y"
"1946","GRANDVIEW, COLLEGE PREPARATORY ACADEMY","PUBLIC","Y"
"1947","WING LANE ELEMENTARY","PUBLIC","Y"
"1948","WEDGEWORTH ELEMENTARY","PUBLIC","Y"
"1949","VALINDA SCHOOL OF ACADEMICS","PUBLIC","Y"
"1950","HAMILTON ELEMENTARY","PUBLIC","Y"
"1951","JEFFERSON ELEMENTARY","PUBLIC","Y"
"1952","LEE RICHMOND ELEMENTARY","PUBLIC","Y"
"1953","LINCOLN ELEMENTARY","PUBLIC","Y"
"1954","MONROE ELEMENTARY","PUBLIC","Y"
"1955","ROOSEVELT ELEMENTARY","PUBLIC","Y"
"1956","GEORGE WASHINGTON ELEMENTARY","PUBLIC","Y"
"1957","MARTIN LUTHER KING JR. ELEMENTARY","PUBLIC","Y"
"1958","JOSEPH M. SIMAS","PUBLIC","Y"
"1959","HAPPY CAMP ELEMENTARY","PUBLIC","Y"
"1960","HAPPY VALLEY ELEMENTARY","PUBLIC","Y"
"1961","HAPPY VALLEY PRIMARY","PUBLIC","Y"
"1962","HARMONY ELEMENTARY","PUBLIC","Y"
"1963","PATHWAYS CHARTER","PUBLIC","Y"
"1964","HART-RANSOM ELEMENTARY","PUBLIC","Y"
"1965","HART-RANSOM ACADEMIC CHARTER","PUBLIC","Y"
"1966","EUCALYPTUS","PUBLIC","Y"
"1967","JEFFERSON","PUBLIC","Y"
"1968","RAMONA","PUBLIC","Y"
"1969","WASHINGTON","PUBLIC","Y"
"1970","YORK","PUBLIC","Y"
"1971","ZELA DAVIS","PUBLIC","Y"
"1972","KORNBLUM","PUBLIC","Y"
"1973","STONEBRAE ELEMENTARY","PUBLIC","Y"
"1974","SPECIAL EDUCATION-PRESCHOOL-LAUREL","PUBLIC","N"
"1975","KNOWLEDGE ENLIGHTENS YOU-KEY- ACADEMY","PUBLIC","Y"
"1976","BOWMAN ELEMENTARY","PUBLIC","Y"
"1977","BURBANK ELEMENTARY","PUBLIC","Y"
"1978","CHERRYLAND ELEMENTARY","PUBLIC","Y"
"1979","EAST AVENUE ELEMENTARY","PUBLIC","Y"
"1980","ELDRIDGE ELEMENTARY","PUBLIC","Y"
"1981","FAIRVIEW ELEMENTARY","PUBLIC","Y"
"1982","GLASSBROOK ELEMENTARY","PUBLIC","Y"
"1983","HARDER ELEMENTARY","PUBLIC","Y"
"1984","LONGWOOD ELEMENTARY","PUBLIC","Y"
"1985","LORIN A. EDEN ELEMENTARY","PUBLIC","Y"
"1986","PALMA CEIA ELEMENTARY","PUBLIC","Y"
"1987","PARK ELEMENTARY","PUBLIC","Y"
"1988","RUUS ELEMENTARY","PUBLIC","Y"
"1989","SCHAFER PARK ELEMENTARY","PUBLIC","Y"
"1990","SOUTHGATE ELEMENTARY","PUBLIC","Y"
"1991","TREEVIEW ELEMENTARY","PUBLIC","Y"
"1992","STROBRIDGE ELEMENTARY","PUBLIC","Y"
"1993","EDEN GARDENS ELEMENTARY","PUBLIC","Y"
"1994","TYRRELL ELEMENTARY","PUBLIC","Y"
"1995","FAITH RINGGOLD SCHOOL OF ARTS AND SCIENCE","PUBLIC","Y"
"1996","HEBER ELEMENTARY","PUBLIC","Y"
"1997","EMPIRE SPRINGS CHARTER","PUBLIC","Y"
"1998","HELENDALE ELEMENTARY","PUBLIC","Y"
"1999","MCSWEENY ELEMENTARY","PUBLIC","Y"
"2000","HARMONY ELEMENTARY","PUBLIC","Y"
"2001","CAWSTON ELEMENTARY","PUBLIC","Y"
"2002","HAMILTON ELEMENTARY","PUBLIC","Y"
"2003","COTTONWOOD ELEMENTARY","PUBLIC","Y"
"2004","IDYLLWILD","PUBLIC","Y"
"2005","LITTLE LAKE ELEMENTARY","PUBLIC","Y"
"2006","RAMONA ELEMENTARY","PUBLIC","Y"
"2007","WHITTIER ELEMENTARY","PUBLIC","Y"
"2008","WINCHESTER ELEMENTARY","PUBLIC","Y"
"2009","VALLE VISTA ELEMENTARY","PUBLIC","Y"
"2010","FRUITVALE ELEMENTARY","PUBLIC","Y"
"2011","BAUTISTA CREEK ELEMENTARY","PUBLIC","Y"
"2012","JACOB WIENS ELEMENTARY","PUBLIC","Y"
"2013","HERMOSA VIEW ELEMENTARY","PUBLIC","Y"
"2014","HICKMAN ELEMENTARY","PUBLIC","Y"
"2015","HICKMAN CHARTER","PUBLIC","Y"
"2016","NORTH HILLSBOROUGH","PUBLIC","Y"
"2017","SOUTH HILLSBOROUGH","PUBLIC","Y"
"2018","WEST HILLSBOROUGH","PUBLIC","Y"
"2019","ELIM ELEMENTARY","PUBLIC","Y"
"2020","MERQUIN ELEMENTARY","PUBLIC","Y"
"2021","HOLLISTER DUAL LANGUAGE ACADEMY","PUBLIC","Y"
"2022","HOLLISTER PREP","PUBLIC","Y"
"2023","LADD LANE ELEMENTARY","PUBLIC","Y"
"2024","R O HARDIN ELEMENTARY","PUBLIC","Y"
"2025","SUNNYSLOPE ELEMENTARY","PUBLIC","Y"
"2026","CALAVERAS ELEMENTARY","PUBLIC","Y"
"2027","CERRA VISTA ELEMENTARY","PUBLIC","Y"
"2028","GABILAN HILLS","PUBLIC","Y"
"2029","EMMETT S. FINLEY ELEMENTARY","PUBLIC","Y"
"2030","PINE ELEMENTARY","PUBLIC","Y"
"2031","HOPE ELEMENTARY","PUBLIC","Y"
"2032","MONTE VISTA ELEMENTARY","PUBLIC","Y"
"2033","VIEJA VALLEY ELEMENTARY","PUBLIC","Y"
"2034","HOPE ELEMENTARY","PUBLIC","Y"
"2035","HORICON ELEMENTARY","PUBLIC","Y"
"2036","HOWELL MOUNTAIN ELEMENTARY","PUBLIC","Y"
"2037","ANSGAR LARSEN ELEMENTARY","PUBLIC","Y"
"2038","ART HAYCOX ELEMENTARY","PUBLIC","Y"
"2039","FRED L. WILLIAMS ELEMENTARY","PUBLIC","Y"
"2040","HOLLYWOOD BEACH ELEMENTARY","PUBLIC","Y"
"2041","HUENEME ELEMENTARY","PUBLIC","Y"
"2042","JULIEN HATHAWAY ELEMENTARY","PUBLIC","Y"
"2043","PARKVIEW ELEMENTARY","PUBLIC","Y"
"2044","RICHARD BARD ELEMENTARY","PUBLIC","Y"
"2045","SUNKIST ELEMENTARY","PUBLIC","Y"
"2046","HUGHES-ELIZABETH LAKES","PUBLIC","Y"
"2047","AGNES L. SMITH ELEMENTARY","PUBLIC","Y"
"2048","JOHN H. EADER ELEMENTARY","PUBLIC","Y"
"2049","JOHN R. PETERSON ELEMENTARY","PUBLIC","Y"
"2050","JOSEPH R. PERRY ELEMENTARY","PUBLIC","Y"
"2051","RALPH E. HAWES ELEMENTARY","PUBLIC","Y"
"2052","S. A. MOFFETT ELEMENTARY","PUBLIC","Y"
"2053","HUNTINGTON SEACLIFF ELEMENTARY","PUBLIC","Y"
"2054","HYDESVILLE ELEMENTARY","PUBLIC","Y"
"2055","BEN HULSE ELEMENTARY","PUBLIC","Y"
"2056","T. L. WAGGONER ELEMENTARY","PUBLIC","Y"
"2057","WILDER'S PREPARATORY ACADEMY CHARTER","PUBLIC","Y"
